AID,H3MN1
99578203,0
99578226,1
99578289,0
99578303,1
99578312,0
99578348,1
99578365,0
99578414,0
99578516,1
99578522,1
99578529,0
99578580,1
99578591,0
99578611,1
99578626,0
99578642,1
99578693,1
99578729,1
99578742,0
99578784,1
99578933,1
99578941,1
99578944,1
99579176,1
99579233,1
99579238,1
99579239,1
99579241,1
99579242,1
99579243,1
99579249,1
99579264,1
99579266,1
99579269,1
99579270,1
99579273,1
99579277,1
99579291,1
99579294,1
99579335,1
99579337,1
99579931,1
99579933,1
99579939,1
99579947,1
99579952,0
99579954,0
99579956,0
99579964,1
99579966,1
99579977,1
99579979,1
99579981,1
99579987,1
99579988,1
99579995,1
99579997,0
99579998,0
99590150,0
99590351,1
99606925,1
99608179,1
99608876,1
99614073,0
99614075,1
99614278,1
99614475,0
99614970,0
99614971,1
99619160,1
99619261,1
99619364,1
99619460,1
99619464,1
99619465,1
99619860,0
99619966,1
99636350,1
99646121,1
99676124,0
99676126,1
99676320,1
99676357,0
99676626,1
99676658,1
99676853,0
99678179,1
99678576,1
99678670,1
99678677,1
99678877,1
99678978,1
99710010,1
99710018,1
99710038,1
99710050,1
99710074,1
99710084,1
99710096,0
99710181,1
99710187,1
99710193,0
99710298,0
99710315,0
99710319,1
99710689,8
99710774,1
99710856,1
99711172,1
99711176,1
99711177,1
99711362,1
99712041,0
99712172,1
99712176,1
99712210,1
99712216,1
99712217,1
99712218,1
99712240,1
99712242,1
99712274,0
99712371,1
99712390,0
99712394,1
99712901,1
99712902,1
99712905,1
99712907,1
99713094,1
99713134,1
99713197,1
99713300,1
99713392,1
99713400,1
99713501,1
99713934,1
99713999,0
99714126,1
99714185,1
99714324,1
99714346,1
99714387,0
99714927,0
99714938,1
99714942,1
99714995,1
99715029,1
99715095,1
99715251,1
99715258,1
99715286,1
99715352,0
99715357,1
99715358,0
99715365,0
99715823,1
99715932,0
99715933,1
99715934,1
99715939,1
99715954,1
99715958,0
99715985,1
99716062,1
99716092,1
99716186,1
99716235,1
99716258,1
99716285,1
99716352,1
99716360,1
99716369,1
99716396,0
99716629,1
99716892,1
99716902,1
99716903,1
99716905,1
99716929,1
99716958,1
99716970,1
99716971,1
99716979,1
99716994,0
99717365,0
99717366,1
99717861,1
99717911,0
99717915,1
99717916,1
99717917,1
99717919,1
99718007,1
99718014,1
99718015,1
99718016,0
99718018,1
99718041,1
99718043,1
99718088,0
99718104,1
99718128,1
99718129,1
99718207,1
99718222,0
99718303,1
99718305,1
99718310,0
99718363,1
99718423,1
99718829,1
99718845,1
99718889,1
99718901,1
99718925,1
99718944,1
99719378,1
99719930,1
99719939,1
99719976,1
